Title,R_hst_SIG_STR._attempted,R_hst_SIG_STR._succeeded,R_hst_TOTAL_STR._attempted,R_hst_TOTAL_STR._succeeded,R_hst_TD_attempted,R_hst_TD_succeeded,R_hst_HEAD_attempted,R_hst_HEAD_succeeded,R_hst_BODY_attempted,R_hst_BODY_succeeded,R_hst_LEG_attempted,R_hst_LEG_succeeded,R_hst_DISTANCE_attempted,R_hst_DISTANCE_succeeded,R_hst_CLINCH_attempted,R_hst_CLINCH_succeeded,R_hst_GROUND_attempted,R_hst_GROUND_succeeded,R_hst_KD,R_hst_SIG_STR_pct,R_hst_TD_pct,R_hst_SUB_ATT,R_hst_PASS,R_hst_REV,B_hst_SIG_STR._attempted,B_hst_SIG_STR._succeeded,B_hst_TOTAL_STR._attempted,B_hst_TOTAL_STR._succeeded,B_hst_TD_attempted,B_hst_TD_succeeded,B_hst_HEAD_attempted,B_hst_HEAD_succeeded,B_hst_BODY_attempted,B_hst_BODY_succeeded,B_hst_LEG_attempted,B_hst_LEG_succeeded,B_hst_DISTANCE_attempted,B_hst_DISTANCE_succeeded,B_hst_CLINCH_attempted,B_hst_CLINCH_succeeded,B_hst_GROUND_attempted,B_hst_GROUND_succeeded,B_hst_KD,B_hst_SIG_STR_pct,B_hst_TD_pct,B_hst_SUB_ATT,B_hst_PASS,B_hst_REV,R_Height(cm),R_Reach(cm),B_Height(cm),B_Reach(cm),R_age,B_age,R_experience,B_experience,R_title_experience,B_title_experience,R_KO,B_KO,R_sub,B_sub,R_winning,B_winning,R_title_winning,B_title_winning,red_won,new_weight_class,In_NA,fight_ID
False,71.6067758746737,31.51298917310022,94.17598707590672,51.66738909500337,3.0379979584500565,1.3080333920967255,56.403312751756,20.333070406403056,8.8441978646192,6.158186213955477,6.359265258298465,5.021732552741604,53.84300822666234,19.647165706964312,8.197355210054912,5.540865987673523,9.566412437956567,6.324957478462364,0.25783143999957503,0.4628752984972942,0.33234172842066123,0.5426901308177573,1.4156252813399042,0.153752465010004,70.55588586931603,30.824706213216235,93.1269888094418,50.94745572594137,2.8180124816085743,1.1930096767495029,55.765000996942156,19.914248875944942,8.743984239992063,6.120867645110407,6.046900632381956,4.789589692161012,53.495955577659,19.452799796000438,8.286175608511261,5.588339783167825,8.773754683145835,5.783566634048096,0.24653580809714054,0.4553116379242431,0.31351521567356494,0.5464886708046596,1.2805336816080617,0.16895080363328738,177.8,182.11,185.42,190.1491,27.0,27.0,0,0,0,0,0.22212588108943496,0.2052718511710134,0.1411711294584007,0.1349417132899068,0.6235744745122002,0.5863407051563648,0.0,0.0,False,Middle,False,18
False,50.5,20.5,54.5,24.5,2.5,0.5,30.5,7.5,12.0,7.5,8.0,5.5,43.5,15.5,7.0,5.0,0.0,0.0,0.0,0.465,0.125,0.0,0.0,0.0,78.6,43.6,100.8,62.4,1.8,0.4,46.8,16.4,26.0,22.2,5.8,5.0,46.6,17.6,30.2,24.8,1.8,1.2,0.0,0.562,0.22800000000000006,0.2,0.0,0.0,170.18,174.0709,170.18,174.0709,38.0,37.0,2,5,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,False,Light,False,19
False,88.8888888888889,40.22222222222222,104.66666666666669,53.88888888888889,1.0,0.5555555555555556,67.77777777777777,24.555555555555557,8.0,5.111111111111111,13.111111111111109,10.555555555555557,74.8888888888889,29.88888888888889,5.777777777777778,3.4444444444444446,8.222222222222221,6.888888888888888,0.1111111111111111,0.4500000000000001,0.23111111111111116,0.5555555555555556,0.8888888888888888,0.0,62.33333333333334,25.16666666666667,75.66666666666667,36.833333333333336,3.333333333333333,0.8333333333333334,46.66666666666666,15.0,9.666666666666666,5.166666666666667,6.0,5.0,53.83333333333334,18.83333333333333,2.0,1.0,6.5,5.333333333333333,0.16666666666666666,0.41,0.3566666666666667,0.3333333333333333,1.8333333333333333,0.0,177.8,182.11,182.88,187.4694,29.0,39.0,9,6,0,1,0.2222222222222222,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.0,1.0,False,Middle,False,20
False,101.14285714285714,34.142857142857146,114.42857142857143,46.0,2.142857142857143,0.7142857142857143,85.0,24.0,10.428571428571429,5.571428571428571,5.7142857142857135,4.571428571428571,98.0,32.714285714285715,2.8571428571428568,1.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3171428571428571,0.15142857142857144,0.0,0.7142857142857143,0.14285714285714285,193.0,95.0,231.66666666666663,131.0,3.333333333333333,1.3333333333333333,170.33333333333334,76.33333333333333,21.66666666666667,17.666666666666668,1.0,1.0,177.33333333333337,84.0,13.333333333333336,10.333333333333334,2.333333333333333,0.6666666666666666,0.0,0.47,0.4,0.0,1.3333333333333333,0.6666666666666666,167.64,171.3912,177.8,182.11,35.0,30.0,7,3,0,0,0.0,0.0,0.0,0.0,0.5714285714285714,0.3333333333333333,0.0,0.0,False,Middle,False,21
False,71.6067758746737,31.51298917310022,94.17598707590672,51.66738909500337,3.0379979584500565,1.3080333920967255,56.403312751756,20.333070406403056,8.8441978646192,6.158186213955477,6.359265258298465,5.021732552741604,53.84300822666234,19.647165706964312,8.197355210054912,5.540865987673523,9.566412437956567,6.324957478462364,0.25783143999957503,0.4628752984972942,0.33234172842066123,0.5426901308177573,1.4156252813399042,0.153752465010004,70.55588586931603,30.824706213216235,93.1269888094418,50.94745572594137,2.8180124816085743,1.1930096767495029,55.765000996942156,19.914248875944942,8.743984239992063,6.120867645110407,6.046900632381956,4.789589692161012,53.495955577659,19.452799796000438,8.286175608511261,5.588339783167825,8.773754683145835,5.783566634048096,0.24653580809714054,0.4553116379242431,0.31351521567356494,0.5464886708046596,1.2805336816080617,0.16895080363328738,175.26,179.4303,170.18,174.0709,28.0,23.0,0,0,0,0,0.22212588108943496,0.2052718511710134,0.1411711294584007,0.1349417132899068,0.6235744745122002,0.5863407051563648,0.0,0.0,True,Light,False,22
False,16.0,9.0,17.0,9.0,0.0,0.0,12.0,8.0,2.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,11.0,8.0,0.0,0.56,0.0,0.0,0.0,0.0,61.0,35.5,119.33333333333331,87.66666666666669,4.833333333333333,2.1666666666666665,44.66666666666666,22.5,9.5,7.166666666666668,6.833333333333332,5.833333333333332,37.16666666666666,16.333333333333332,12.166666666666664,9.0,11.666666666666664,10.166666666666666,0.3333333333333333,0.5866666666666668,0.39333333333333337,0.16666666666666666,1.8333333333333333,0.0,182.88,187.4694,182.88,187.4694,27.0,29.0,1,6,0,0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,False,Heavy,False,23
False,127.0,38.0,127.0,38.0,0.0,0.0,107.0,26.0,11.0,5.0,9.0,7.0,126.0,37.0,1.0,1.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,70.55588586931603,30.824706213216235,93.1269888094418,50.94745572594137,2.8180124816085743,1.1930096767495029,55.765000996942156,19.914248875944942,8.743984239992063,6.120867645110407,6.046900632381956,4.789589692161012,53.495955577659,19.452799796000438,8.286175608511261,5.588339783167825,8.773754683145835,5.783566634048096,0.24653580809714054,0.4553116379242431,0.31351521567356494,0.5464886708046596,1.2805336816080617,0.16895080363328738,190.5,195.5085,182.88,187.4694,25.0,25.0,1,0,0,0,0.0,0.2052718511710134,0.0,0.1349417132899068,0.0,0.5863407051563648,0.0,0.0,True,Middle,False,24
False,105.57692307692308,47.92307692307693,127.76923076923076,67.96153846153847,4.307692307692308,1.7307692307692308,78.23076923076924,27.30769230769231,15.615384615384615,10.923076923076923,11.730769230769232,9.692307692307693,82.80769230769229,31.923076923076927,11.807692307692307,8.846153846153848,10.961538461538463,7.153846153846153,0.19230769230769232,0.453076923076923,0.2965384615384616,0.6153846153846154,1.5,0.07692307692307693,113.64285714285714,49.07142857142857,140.42857142857142,72.85714285714286,5.7142857142857135,2.5,99.71428571428572,38.142857142857146,12.714285714285715,9.714285714285714,1.2142857142857142,1.2142857142857142,83.21428571428571,26.0,6.142857142857142,4.714285714285714,24.285714285714285,18.357142857142858,0.0,0.4500000000000001,0.455,0.7857142857142857,3.2142857142857144,0.07142857142857142,172.72,176.7506,175.26,179.4303,35.0,27.0,26,14,4,1,0.15384615384615385,0.14285714285714285,0.1153846153846154,0.2857142857142857,0.6538461538461539,0.7142857142857143,0.5,0.0,True,Middle,False,25
False,50.33333333333334,23.0,74.0,42.66666666666666,6.111111111111112,2.7777777777777777,40.22222222222222,15.222222222222221,6.666666666666668,4.666666666666667,3.4444444444444446,3.111111111111111,37.22222222222222,13.777777777777779,3.6666666666666665,2.6666666666666665,9.444444444444443,6.5555555555555545,0.0,0.4344444444444444,0.4833333333333333,0.6666666666666666,2.555555555555556,0.1111111111111111,95.0,55.0,133.0,90.0,7.0,1.0,74.0,38.0,10.0,10.0,11.0,7.0,59.0,30.0,21.0,14.0,15.0,11.0,1.0,0.57,0.14,2.0,1.0,0.0,187.96,192.8288,180.34,184.7897,29.0,31.0,9,1,1,0,0.0,0.0,0.4444444444444444,0.0,0.6666666666666666,1.0,1.0,0.0,False,Middle,False,26
False,33.5,14.5,45.0,25.5,0.0,0.0,25.0,8.5,8.5,6.0,0.0,0.0,28.5,11.0,5.0,3.5,0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.5,70.55588586931603,30.824706213216235,93.1269888094418,50.94745572594137,2.8180124816085743,1.1930096767495029,55.765000996942156,19.914248875944942,8.743984239992063,6.120867645110407,6.046900632381956,4.789589692161012,53.495955577659,19.452799796000438,8.286175608511261,5.588339783167825,8.773754683145835,5.783566634048096,0.24653580809714054,0.4553116379242431,0.31351521567356494,0.5464886708046596,1.2805336816080617,0.16895080363328738,182.88,187.4694,167.64,171.3912,29.0,28.0,2,0,0,0,0.5,0.2052718511710134,0.0,0.1349417132899068,0.5,0.5863407051563648,0.0,0.0,False,Light,False,27
False,67.7,38.8,75.3,45.7,1.2,0.6,53.0,26.7,6.7,5.0,8.0,7.1,57.4,31.3,3.6,3.0,6.7,4.5,0.6,0.511,0.108,0.6,0.8,0.1,70.55588586931603,30.824706213216235,93.1269888094418,50.94745572594137,2.8180124816085743,1.1930096767495029,55.765000996942156,19.914248875944942,8.743984239992063,6.120867645110407,6.046900632381956,4.789589692161012,53.495955577659,19.452799796000438,8.286175608511261,5.588339783167825,8.773754683145835,5.783566634048096,0.24653580809714054,0.4553116379242431,0.31351521567356494,0.5464886708046596,1.2805336816080617,0.16895080363328738,180.34,184.7897,177.8,182.11,27.0,31.0,10,0,0,0,0.5,0.2052718511710134,0.3,0.1349417132899068,0.8,0.5863407051563648,0.0,0.0,True,Middle,False,28
False,41.43478260869565,20.565217391304348,52.78260869565217,31.04347826086957,3.0,1.3043478260869563,28.130434782608692,11.130434782608695,8.608695652173912,5.7391304347826075,4.695652173913044,3.695652173913044,29.43478260869565,12.0,6.652173913043479,4.782608695652174,5.3478260869565215,3.782608695652174,0.08695652173913042,0.4839130434782609,0.4778260869565217,1.2608695652173914,1.3478260869565215,0.13043478260869565,87.22727272727273,43.90909090909091,126.54545454545456,80.4090909090909,8.727272727272727,3.0,66.13636363636364,26.863636363636363,13.181818181818182,10.590909090909092,7.909090909090909,6.454545454545454,62.04545454545455,25.54545454545455,13.227272727272727,8.863636363636363,11.954545454545455,9.5,0.09090909090909093,0.525909090909091,0.315,1.0909090909090908,2.4545454545454546,0.045454545454545456,177.8,182.11,172.72,176.7506,30.0,35.0,23,22,0,0,0.0,0.13636363636363635,0.5652173913043478,0.09090909090909093,0.6086956521739131,0.6363636363636364,0.0,0.0,True,Middle,False,29
False,65.75,25.0,71.0,29.25,3.0,1.75,56.75,19.5,6.5,3.25,2.5,2.25,59.75,21.0,3.25,2.25,2.75,1.75,0.0,0.505,0.6375,0.75,2.25,0.0,70.55588586931603,30.824706213216235,93.1269888094418,50.94745572594137,2.8180124816085743,1.1930096767495029,55.765000996942156,19.914248875944942,8.743984239992063,6.120867645110407,6.046900632381956,4.789589692161012,53.495955577659,19.452799796000438,8.286175608511261,5.588339783167825,8.773754683145835,5.783566634048096,0.24653580809714054,0.4553116379242431,0.31351521567356494,0.5464886708046596,1.2805336816080617,0.16895080363328738,167.64,171.3912,177.8,182.11,33.0,27.0,4,0,0,0,0.0,0.2052718511710134,0.75,0.1349417132899068,0.75,0.5863407051563648,0.0,0.0,True,Middle,False,30
False,66.5,38.0,84.0,52.0,0.5,0.5,58.0,31.0,8.5,7.0,0.0,0.0,18.0,4.5,10.5,7.5,38.0,26.0,0.0,0.555,0.5,0.0,1.5,0.0,194.0,66.0,221.5,88.5,4.0,2.5,168.0,47.5,18.0,11.0,8.0,7.5,172.0,52.5,4.0,3.0,18.0,10.5,0.5,0.335,0.625,0.0,2.0,0.0,167.64,171.3912,162.56,166.0318,24.0,34.0,2,2,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True,Light,False,31
